Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Event_Date
20001207X03320,Accident,LAX95LA164,1995-04-07,"PEORIA, AZ",United States,,,AZ05,PLEASANT VALLEY AIRPORT,Non-Fatal,Minor,,N7758S,Schweizer,SGS 2-33A,No,1.0,Unknown,,,Personal,,0.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,31-08-1995,1995-04-07
20001207X03230,Accident,ATL95LA089B,1995-04-25,"FORT PAYNE, AL",United States,,,4A9,ISBELL FIELD,Non-Fatal,Minor,,N20841,Cessna,182P,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,13-10-1995,1995-04-25
20001207X03270,Accident,CHI95LA137,1995-04-26,"DODGE CITY, KS",United States,,,,,Non-Fatal,Minor,,N4614K,Cessna,P210N,No,1.0,Reciprocating,,,Personal,,0.0,3.0,0.0,3.0,IMC,Cruise,Probable Cause,13-10-1995,1995-04-26
20001207X03711,Accident,FTW95LA252B,1995-06-19,"WESLACO, TX",United States,,,T65,MID VALLEY,Non-Fatal,Minor,,N9433R,Cessna,A188B,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,27-10-1995,1995-06-19
20001207X03934,Accident,FTW95FA319A,1995-07-28,"DALLAS, TX",United States,,,DAL,LOVE FIELD,Non-Fatal,Minor,,N675AA,Boeing,737-3A4,No,2.0,Turbo Fan,,SCHD,Unknown,Southwest Airlines Co. (dba: Southwest),0.0,0.0,0.0,99.0,VMC,Taxi,Probable Cause,15-11-1996,1995-07-28
20001207X03976,Accident,FTW95LA323,1995-07-29,"MESQUITE, TX",United States,,,,,Non-Fatal,Minor,,N4516R,"Head Balloons, Inc.",AX8-88,No,1.0,Unknown,,,Personal,,0.0,1.0,0.0,2.0,VMC,Landing,Probable Cause,19-01-1996,1995-07-29
20001207X03922,Accident,CHI95LA252A,1995-07-31,"OSHKOSH, WI",United States,,,OSH,WITTMAN REGIONAL,Non-Fatal,Minor,,N40LF,Stevens,ACRO II,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,5.0,VMC,Taxi,Probable Cause,17-05-1996,1995-07-31
20001207X04275,Accident,LAX95LA276A,1995-08-01,"GLENDALE, AZ",United States,,,GEU,GLENDALE MUNICIPAL,Non-Fatal,Minor,,N105DG,North American,AT-6B,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,30-11-1995,1995-08-01
20001207X04251,Accident,FTW95LA352B,1995-08-20,"ALPINE, TX",United States,,,E38,ALPINE-CASPARIS,Non-Fatal,Minor,,N53AM,Piper,PA-31T,No,2.0,Turbo Prop,,,Business,,0.0,0.0,0.0,8.0,VMC,Landing,Probable Cause,21-03-1996,1995-08-20
20001207X04902,Accident,MIA96LA027B,1995-11-22,"OCALA, FL",United States,,,OCF,OCALA REGIONAL,Non-Fatal,Minor,,N210PW,Cessna,T210N,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,4.0,VMC,Approach,Probable Cause,01-04-1996,1995-11-22
20001208X05168,Accident,MIA96FA064,1996-01-17,ATLANTIC OCEAN,ATLANTIC OCEAN,,,,,Non-Fatal,Minor,,N7076A,Airbus Industrie,A-300B4-605R,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,3.0,17.0,248.0,IMC,Descent,Probable Cause,03-04-1997,1996-01-17
20001208X05312,Accident,NYC96LA063,1996-02-20,"JAMAICA, NY",United States,,,JFK,JOHN F KENNEDY,Non-Fatal,Minor,,N11060,Airbus Industrie,A-300B4-605R,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,2.0,32.0,163.0,VMC,Standing,Probable Cause,10-12-1996,1996-02-20
20001208X05206,Accident,ANC96LA026A,1996-02-20,"FAIRBANKS, AK",United States,,,FAI,FAIRBANKS INTERNATIONAL,Non-Fatal,Minor,,N622DL,Boeing,757-232,No,2.0,Turbo Fan,,SCHD,Unknown,"Delta Airlines, Inc.",0.0,0.0,0.0,91.0,VMC,Taxi,Probable Cause,09-05-1996,1996-02-20
20001208X05398,Accident,FTW96LA142,1996-03-02,"JASPER, TX",United States,,,JAS,BELL FIELD,Non-Fatal,Minor,,N8642S,Cessna,150F,No,1.0,Reciprocating,,,Personal,,0.0,1.0,0.0,2.0,VMC,Standing,Probable Cause,17-05-1996,1996-03-02
20001208X05363,Accident,ATL96LA069B,1996-03-23,"NASHVILLE, TN",United States,,,JWN,JOHN C. TUNE,Non-Fatal,Minor,,N120CC,Piper,PA-28-201,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,5.0,VMC,Taxi,Probable Cause,16-12-1996,1996-03-23
20001208X05637,Accident,MIA96LA120A,1996-04-16,"ST AUGUSTINE, FL",United States,,,SGJ,ST AUGUSTINE,Non-Fatal,Minor,,N9206V,Mooney,M20C,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,04-10-1996,1996-04-16
20001208X05787,Accident,IAD96LA072,1996-05-06,"SYRACUSE, NY",United States,,,,,Non-Fatal,Minor,,N222KD,Piper,PA-60-600,No,2.0,Reciprocating,,,Positioning,,0.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,08-01-1997,1996-05-06
20001208X05808,Accident,LAX96LA193A,1996-05-12,"COMPTON, CA",United States,,,CPM,COMPTON,Non-Fatal,Minor,,N235DE,Stinson,108-3,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,17-01-1997,1996-05-12
20001208X05858,Accident,NYC96LA111,1996-05-19,"BLOOMINGBURG, NY",United States,,,,,Non-Fatal,Minor,,N65847,Schweizer,SGS-2-33A,No,1.0,Unknown,,,Personal,,0.0,1.0,1.0,0.0,VMC,Cruise,Probable Cause,15-04-1999,1996-05-19
20001208X06027,Accident,LAX96LA222B,1996-06-06,"SAN FRANCISCO, CA",United States,,,SFO,SAN FRANCISCO INTL,Non-Fatal,Minor,,N335AA,Boeing,767-223,No,2.0,Turbo Fan,,SCHD,Unknown,"American Airlines, Inc.",0.0,0.0,0.0,220.0,VMC,Taxi,Probable Cause,23-05-1997,1996-06-06
20001208X05967,Accident,FTW96LA242,1996-06-09,"SAN ANGELO, TX",United States,,,,,Non-Fatal,Minor,,N63286,Aerostar,S-60A,No,1.0,Unknown,,,Personal,,0.0,1.0,0.0,3.0,VMC,Approach,Probable Cause,04-10-1996,1996-06-09
20001208X06148,Accident,ATL96FA101,1996-07-08,"NASHVILLE, TN",United States,,,BNA,NASHVILLE INTERNATIONAL,Non-Fatal,Minor,,N53SW,Boeing,737-200,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,1.0,4.0,122.0,IMC,Takeoff,Probable Cause,15-12-1997,1996-07-08
20001208X06348,Accident,NYC96LA153,1996-07-18,"GOWANDA, NY",United States,,,NONE,TWICHELL,Non-Fatal,Minor,,N695WM,Kolb Company,MARK III,Yes,1.0,Reciprocating,,,Personal,,0.0,1.0,0.0,0.0,VMC,Landing,Probable Cause,01-02-1997,1996-07-18
20001208X06466,Accident,CHI96LA304B,1996-08-17,"TRAVERSE CITY, MI",United States,,,TVC,CHERRY CAPITAL,Non-Fatal,Minor,,N2406C,Cessna,180,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,16-12-1996,1996-08-17
20001208X06507,Accident,FTW96LA355,1996-08-23,"CLINTON, LA",United States,,,,,Non-Fatal,Minor,,N2035C,Cameron,O-65,No,1.0,Unknown,,,Instructional,,0.0,1.0,0.0,1.0,VMC,Landing,Probable Cause,03-04-1997,1996-08-23
20001208X06588,Accident,MIA96LA220,1996-08-29,"CHATTANOOGA, TN",United States,,,,,Non-Fatal,Minor,,N392US,Boeing,737-300,No,2.0,Turbo Fan,,SCHD,Unknown,Us Air (dba: Us Air),0.0,3.0,1.0,84.0,VMC,Cruise,Probable Cause,01-02-1997,1996-08-29
20001208X06698,Accident,CHI96LA339A,1996-09-14,"HIGHLAND, IL",United States,,,H07,HIGHLAND-WINET,Non-Fatal,Minor,,N7753Z,Piper,PA-25,No,1.0,Reciprocating,,,Unknown,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,29-04-1997,1996-09-14
20001208X06766,Accident,LAX96FA344,1996-09-27,"PHOENIX, AZ",United States,,,DVT,PHOENIX--DEER VALLEY MUNI,Non-Fatal,Minor,,N434TC,Thunder And Colt,COLT 240A,No,1.0,Unknown,,,Unknown,,0.0,2.0,12.0,0.0,VMC,Landing,Probable Cause,31-03-1998,1996-09-27
20001208X06963,Accident,NYC97LA009,1996-10-28,"JAMAICA, NY",United States,,,JFK,JOHN F. KENNEDY INTL APT,Non-Fatal,Minor,,N244AA,Mcdonnell Douglas,MD-80,No,2.0,Turbo Fan,,SCHD,Unknown,"American Airlines, Inc",0.0,1.0,2.0,90.0,VMC,Landing,Probable Cause,12-09-2000,1996-10-28
20001208X07246,Accident,SEA97LA038B,1996-12-18,"SPOKANE, WA",United States,,,,,Non-Fatal,Minor,,N5949E,Cessna,182R,No,1.0,Reciprocating,,,Positioning,,0.0,0.0,0.0,2.0,VMC,Climb,Probable Cause,31-03-1998,1996-12-18
20001208X07167,Accident,FTW97LA069,1996-12-22,"RIO RANCHO, NM",United States,,,,,Non-Fatal,Minor,,N6310T,Aerostar,RX-8,No,1.0,Unknown,,,Unknown,,0.0,1.0,0.0,3.0,VMC,Landing,Probable Cause,25-08-1997,1996-12-22
20001208X07347,Accident,NYC97LA040,1997-01-07,ATLANTIC OCEAN,ATLANTIC OCEAN,,,,,Non-Fatal,Minor,,N50051,Airbus Industrie,A-300B4-605R,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,1.0,5.0,259.0,VMC,Cruise,Probable Cause,10-04-1998,1997-01-07
20001208X07343,Accident,MIA97WA069,1997-01-18,"ARUBA, Aruba",Aruba,,,,,Non-Fatal,Minor,,,Boeing,737-400,No,1.0,Unknown,,NSCH,Unknown,,0.0,1.0,0.0,156.0,VMC,,Foreign,22-01-1997,1997-01-18
20001208X07552,Accident,FTW97LA148B,1997-03-18,"LANCASTER, TX",United States,,,LNC,LANCASTER MUNICIPAL,Non-Fatal,Minor,,N139TX,Homebuilt,RV-6,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,10-04-1998,1997-03-18
20001208X07905,Accident,FTW97LA176,1997-05-04,"GALVESTON, TX",United States,,,GLS,SCHOLES FIELD,Non-Fatal,Minor,,N9005R,Lockheed,P-38L,No,2.0,Reciprocating,,,Unknown,,0.0,1.0,0.0,1.0,VMC,Taxi,Probable Cause,15-12-1997,1997-05-04
20001208X07893,Accident,DCA97MA049,1997-05-12,"WEST PALM BEACH, FL",United States,,,,,Non-Fatal,Minor,,N90070,Airbus Industrie,A300B4-605R,No,1.0,Unknown,,SCHD,Unknown,American Airlines,0.0,1.0,1.0,163.0,IMC,Descent,Probable Cause,11-02-2000,1997-05-12
20001208X08003,Accident,NYC97LA095,1997-05-13,"FLUSHING, NY",United States,,,LGA,LAGUARDIA,Non-Fatal,Minor,,N984DL,Mcdonnell Douglas,MD-88,No,2.0,Turbo Jet,,SCHD,Unknown,,0.0,1.0,2.0,111.0,VMC,Standing,Probable Cause,02-02-1998,1997-05-13
20001208X08166,Accident,LAX97LA200B,1997-06-05,"JEAN, NV",United States,,,0L7,JEAN,Non-Fatal,Minor,,N7354B,Beech,E35,No,1.0,Reciprocating,,,Unknown,,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,10-04-1998,1997-06-05
20001208X08213,Accident,NYC97LA106,1997-06-07,"MANSFIELD, MA",United States,,,1B9,MANSFIELD MUNICIPAL,Non-Fatal,Minor,,N4832H,Piper,PA-17,No,1.0,Reciprocating,,,Personal,,0.0,1.0,0.0,2.0,VMC,Standing,Probable Cause,24-04-1998,1997-06-07
20001208X08105,Accident,DCA97RA050,1997-06-08,"NAGOYA, Japan",Japan,,,,,Non-Fatal,Minor,,,Mcdonnell Douglas,MD-11,No,1.0,Turbo Jet,,SCHD,Unknown,,0.0,4.0,9.0,167.0,UNK,,Foreign,12-06-2000,1997-06-08
20001208X08391,Accident,FTW97LA281B,1997-07-24,"FORT WORTH, TX",United States,,,FTW,FORT WORTH MEACHAM,Non-Fatal,Minor,,N733HC,Cessna,172N,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,30-01-1998,1997-07-24
20001208X08661,Accident,LAX97FA276,1997-08-07,"HONOLULU, HI",United States,,,HNL,HONOLULU INTERNATIONAL,Non-Fatal,Minor,,N740DA,Lockheed,L-1011-385-1-15,No,3.0,Turbo Fan,,SCHD,Unknown,,0.0,1.0,58.0,246.0,VMC,Takeoff,Probable Cause,11-02-2000,1997-08-07
20001208X09054,Accident,LAX98LA005,1997-10-10,"RANCHO BERNARDO, CA",United States,,,,,Non-Fatal,Minor,,N2585Z,Balloon Works,FIREFLY 11,No,1.0,Unknown,,,Other Work Use,,0.0,1.0,7.0,3.0,VMC,Landing,Probable Cause,10-11-1998,1997-10-10
20001208X09105,Accident,NYC98LA011,1997-10-13,"FAIRFIELD, PA",United States,,,W73,MID-ATLAN. SOARING CENTER,Non-Fatal,Minor,,N1154N,Schweizer,SGS1-26A,No,1.0,Unknown,,,Personal,,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,28-01-2000,1997-10-13
20001208X09016,Accident,FTW98LA022A,1997-10-19,"TYLER, TX",United States,,,TYR,TYLER POUNDS FIELD,Non-Fatal,Minor,,N3916J,Cessna,150G,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,VMC,Climb,Probable Cause,27-08-1999,1997-10-19
20001208X09314,Accident,FTW98LA080A,1997-12-29,"DFW AIRPORT, TX",United States,,,DFW,DFW INTERNATIONAL,Non-Fatal,Minor,,N4980V,Beech,E18S,No,2.0,Reciprocating,,NSCH,Unknown,(dba: Springdale Air Service),0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,30-10-1998,1997-12-29
20001211X09452,Accident,IAD98LA021,1998-01-06,"PHILADELPHIA, PA",United States,,,PHL,PHILADELPHIA INTL,Non-Fatal,Minor,,N845AA,Boeing,727-223,No,3.0,Turbo Fan,,SCHD,Unknown,,0.0,1.0,0.0,114.0,IMC,Taxi,Probable Cause,30-10-1998,1998-01-06
20001211X09733,Accident,MIA98FA112,1998-03-30,"FORT LAUDERDALE, FL",United States,,,FLL,FT. LAUDERDALE/HOLLYWOOD,Non-Fatal,Minor,,CFRYS,Boeing,727-212,No,3.0,Turbo Fan,,NSCH,Unknown,(dba: Royal Airlines),0.0,3.0,14.0,177.0,VMC,Takeoff,Probable Cause,17-11-1999,1998-03-30
20001211X09935,Accident,NYC98FA094,1998-04-18,ATLANTIC OCEAN,ATLANTIC OCEAN,,,,,Non-Fatal,Minor,,N623FF,Boeing,747-200,No,4.0,Turbo Fan,,SCHD,Unknown,Tower Air Inc.,0.0,2.0,18.0,399.0,VMC,Cruise,Probable Cause,11-02-2000,1998-04-18
20001211X09821,Accident,CHI98LA127,1998-04-19,"CHICAGO, IL",United States,,,ORD,O'HARE INTERNATIONAL,Non-Fatal,Minor,,N722AA,Boeing,727-227,No,3.0,Turbo Jet,,SCHD,Unknown,(dba: American Airlines),0.0,1.0,2.0,153.0,VMC,Standing,Probable Cause,19-05-1999,1998-04-19
20001211X10133,Accident,LAX98LA165,1998-05-19,"SEDONA, AZ",United States,,,SEZ,SEDONA,Non-Fatal,Minor,,N43064,Waco,YMF,No,1.0,Reciprocating,,,Unknown,,0.0,1.0,0.0,2.0,VMC,Standing,Probable Cause,11-02-2000,1998-05-19
20001211X10029,Accident,CHI98LA177B,1998-05-26,"LINCOLN, NE",United States,,,LNK,LINCOLN MUNICIPAL AIRPORT,Non-Fatal,Minor,,N60HB,Barr,EAGLE II,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,VMC,Taxi,Probable Cause,15-06-1999,1998-05-26
20001211X11159,Accident,NYC98LA193,1998-09-27,"ISLIP, NY",United States,,,ISP,LONG ISLAND MACARTHUR,Non-Fatal,Minor,,N810EX,Boeing,DHC-8-102,No,2.0,Turbo Prop,,SCHD,Unknown,(dba: Usairways Express),0.0,1.0,1.0,24.0,VMC,Approach,Probable Cause,28-09-1999,1998-09-27
20001211X10998,Accident,ANC98TA162,1998-09-27,"HOMER, AK",United States,,,,,Non-Fatal,Minor,,N1091P,Hughes,369D,No,1.0,Turbo Shaft,,UNK,Unknown,,0.0,1.0,0.0,2.0,VMC,Standing,Probable Cause,16-02-2001,1998-09-27
20001211X11489,Accident,NYC99LA022,1998-11-03,"COVINGTON, KY",United States,,,CVG,CINCINNATI/NO. KENTUCKY,Non-Fatal,Minor,,N919DL,Mcdonnell Douglas,MD-88,No,2.0,Turbo Fan,,SCHD,Unknown,(dba: Delta Airlines),0.0,1.0,0.0,112.0,IMC,Standing,Probable Cause,11-02-2000,1998-11-03
20001211X11431,Accident,FTW99LA036,1998-11-25,"GREENVILLE, TX",United States,,,GVT,MAJORS AIRPORT,Non-Fatal,Minor,,N5087W,Piper,PA-28-160,No,1.0,Reciprocating,,,Personal,,0.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause,16-02-2001,1998-11-25
20001211X11585,Accident,LAX99LA059A,1998-12-27,"NORTH LAS VEGAS, NV",United States,,,VGT,NORTH LAS VEGAS,Non-Fatal,Minor,,N87714,Piper,J3C-65,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,20-04-2000,1998-12-27
20001204X00093,Accident,MIA99LA066,1999-01-21,"WINTER HAVEN, FL",United States,,,GIF,GILBERT FIELD,Non-Fatal,Minor,,N387T,Schleicher,ASW27,No,1.0,Unknown,,,Personal,,0.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,18-04-2001,1999-01-21
20001204X00086,Accident,LAX99LA086B,1999-01-29,"MADERA, CA",United States,,,MAE,MADERA MUNICIPAL AIRPORT,Non-Fatal,Minor,,N770RF,Coelho,RV4,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,30-11-2000,1999-01-29
20001205X00305,Accident,DEN99LA047B,1999-03-05,"DENVER, CO",United States,,,DEN,DENVER INTERNATIONAL,Non-Fatal,Minor,,N328BA,Swearingen,SA226TC,No,2.0,Turbo Prop,,NSCH,Unknown,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,25-04-2001,1999-03-05
20001205X00350,Accident,LAX99LA127B,1999-03-21,"SCOTTSDALE, AZ",United States,,,SDL,SCOTTSDALE AIRPORT,Non-Fatal,Minor,,N818DW,Rockwell,NA-265-80,No,2.0,Turbo Fan,,,Executive/corporate,,0.0,0.0,0.0,6.0,VMC,Taxi,Probable Cause,16-08-2001,1999-03-21
20001205X00448,Accident,DCA99RA057,1999-04-14,,Finland,,,,,Non-Fatal,Minor,,,Learjet,55,No,1.0,Unknown,,NSCH,Unknown,,0.0,0.0,0.0,2.0,UNK,,Foreign,20-04-1999,1999-04-14
20001212X18741,Accident,DEN99FA077A,1999-05-13,"GREELEY, CO",United States,,,GXY,GREELEY-WELD COUNTY,Non-Fatal,Minor,,N96299,Cessna,172Q,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,4.0,VMC,Approach,Probable Cause,13-10-2000,1999-05-13
20001212X18830,Accident,LAX99LA204B,1999-05-30,"MESA, AZ",United States,,,FFZ,FALCON FIELD,Non-Fatal,Minor,,N1066F,Hoac Austria,HK 36R SUPER DIMONA,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,VMC,Approach,Probable Cause,16-08-2001,1999-05-30
20001212X18758,Accident,DEN99LA091,1999-05-31,"DELTA, CO",United States,,,D17,HAWKINS FIELD,Non-Fatal,Minor,,N99PC,Crozier,EMERAUDE,Yes,1.0,Reciprocating,,,Personal,,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,25-04-2001,1999-05-31
20001212X18950,Accident,CHI99LA191B,1999-06-20,"TAYLOR, MO",United States,,,K04,HAERR FIELD,Non-Fatal,Minor,,N2341J,Robinson,R-22 BETA,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,13-10-2000,1999-06-20
20001212X19286,Accident,IAD99FA052,1999-07-08,ATLANTIC OCEAN,ATLANTIC OCEAN,,,,,Non-Fatal,Minor,,N12221,Boeing,737-824,No,2.0,Turbo Fan,,SCHD,Unknown,"Continental Airlines, Inc (dba: Continental Airlines)",0.0,1.0,71.0,89.0,VMC,Cruise,Probable Cause,06-04-2001,1999-07-08
20001212X19552,Accident,LAX99LA263,1999-08-05,"KAUNAKAKAI, HI",United States,,,MKK,KAUNAKAKAI/MOLOKAI,Non-Fatal,Minor,,N4234L,Partenavia,P68C,No,2.0,Reciprocating,,NSCH,Unknown,,0.0,1.0,0.0,5.0,VMC,Standing,Probable Cause,09-05-2001,1999-08-05
20001212X19398,Accident,ANC99LA107B,1999-08-07,"KETCHIKAN, AK",United States,,,,,Non-Fatal,Minor,,N224SA,De Havilland,DHC-6-300,No,2.0,Turbo Prop,,NSCH,Unknown,Seaborne Aviation Inc.,0.0,0.0,0.0,34.0,VMC,Standing,Probable Cause,05-12-2000,1999-08-07
20001212X19550,Accident,LAX99FA273,1999-08-19,"CAVE CREEK, AZ",United States,,,,,Non-Fatal,Minor,,N7021U,Balloon Works,FIREFLY 11,No,1.0,Unknown,,,Unknown,,0.0,1.0,4.0,8.0,VMC,Descent,Probable Cause,21-08-2001,1999-08-19
20001212X19524,Accident,FTW99LA232,1999-08-20,"HOUSTON, TX",United States,,,LVJ,CLOVER FIELD,Non-Fatal,Minor,,N43404,Piper,PA-28-151,No,1.0,Reciprocating,,,Instructional,,0.0,1.0,0.0,2.0,VMC,Taxi,Probable Cause,30-11-2000,1999-08-20
20001212X19796,Accident,LAX99LA291,1999-09-02,"SANTA BARBARA, CA",United States,,,,,Non-Fatal,Minor,,N371UA,Boeing,737-322,No,2.0,Turbo Fan,,SCHD,Unknown,"United Airlines, Inc.",0.0,1.0,14.0,98.0,VMC,Cruise,Probable Cause,17-05-2001,1999-09-02
20001212X20033,Accident,NYC00LA010A,1999-10-09,"FREDERICKSBURG, PA",United States,,,9N7,FARMERS PRIDE,Non-Fatal,Minor,,N52951,Boeing Stearman,E75,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,23-06-2000,1999-10-09
20001212X19912,Accident,CHI00FA006,1999-10-09,"HOLLAND, MI",United States,,,,,Non-Fatal,Minor,,N523AC,Dassault,DA-900B,No,3.0,Turbo Fan,,,Executive/corporate,,0.0,1.0,0.0,4.0,VMC,Descent,Probable Cause,18-01-2001,1999-10-09
20001212X19986,Accident,LAX00LA011A,1999-10-17,"JEAN, NV",United States,,,0L7,JEAN,Non-Fatal,Minor,,N32186,Waco,UPF7,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,5.0,VMC,Taxi,Probable Cause,17-05-2001,1999-10-17
20001212X20092,Accident,DEN00LA016B,1999-11-07,"LONGMONT, CO",United States,,,2V2,VANCE BRAND AIRPORT,Non-Fatal,Minor,,N8758Q,Cessna,TU206F,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,3.0,VMC,Maneuvering,Probable Cause,21-06-2000,1999-11-07
20001212X20182,Accident,SEA00LA026B,1999-11-29,"SEATTLE, WA",United States,,,BFI,BOEING FIELD,Non-Fatal,Minor,,N93SH,Piper,PA-31T1,No,2.0,Turbo Prop,,,Business,,0.0,0.0,0.0,8.0,VMC,Taxi,Probable Cause,23-06-2000,1999-11-29
20001212X20270,Accident,LAX00LA060A,1999-12-23,"SANTA ANA, CA",United States,,,SNA,JOHN WAYNE ORANGE COUNTY,Non-Fatal,Minor,,N87WA,Pitts,S-2B,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,02-01-2002,1999-12-23
20001212X20559,Accident,NYC00LA081B,2000-02-15,"PARKERTOWN, OH",United States,,,,,Non-Fatal,Minor,,N1742V,Cessna,172M,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,3.0,VMC,Climb,Probable Cause,19-04-2001,2000-02-15
20001212X20687,Accident,MIA00FA107A,2000-03-14,"STUART, FL",United States,,,SUA,WITHAM FIELD,Non-Fatal,Minor,,N6744T,Cessna,310D,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,06-11-2001,2000-03-14
20001212X20700,Accident,MIA00LA115,2000-03-18,"MIAMI, FL",United States,,,MIA,MIAMI INTERNATIONAL,Non-Fatal,Minor,,N199GA,Beech,1900,No,2.0,Turbo Prop,,SCHD,Unknown,Gulfstream Int'l Airlines,0.0,1.0,0.0,22.0,VMC,Taxi,Probable Cause,08-05-2001,2000-03-18
20001212X21208,Accident,DEN00LA108A,2000-06-11,"ENGLEWOOD, CO",United States,,,APA,CENTENNIAL,Non-Fatal,Minor,,N838PC,Piper,PA-44-180T,No,2.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,3.0,VMC,Go-around,Probable Cause,25-11-2003,2000-06-11
20001212X21146,Accident,ANC00LA074B,2000-06-22,"KING SALMON, AK",United States,,,,,Non-Fatal,Minor,,N5221G,De Havilland,DHC-2,No,1.0,Reciprocating,,,Personal,,0.0,0.0,2.0,9.0,VMC,Taxi,Probable Cause,10-07-2001,2000-06-22
20001212X21523,Accident,LAX00LA289B,2000-07-15,"PALO ALTO, CA",United States,,,PAO,PALO ALTO,Non-Fatal,Minor,,N7271R,Beech,58,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,VMC,Standing,Probable Cause,02-01-2002,2000-07-15
20001212X21365,Accident,ATL00LA072,2000-07-28,"CHARLESTON, SC",United States,,,,,Non-Fatal,Minor,,N364PA,Boeing,727-200,No,3.0,Turbo Fan,,SCHD,Unknown,Pan Am Airways Corp.,0.0,2.0,14.0,53.0,VMC,Cruise,Probable Cause,17-07-2001,2000-07-28
20001212X21723,Accident,FTW00LA224,2000-08-06,"TULSA, OK",United States,,,,,Non-Fatal,Minor,,N9091R,Balloon Works,FIREFLY 8,No,1.0,Unknown,,,Personal,,0.0,1.0,0.0,4.0,VMC,Landing,Probable Cause,17-07-2001,2000-08-06
20001212X21677,Accident,CHI00LA254A,2000-08-11,"NORTH PLATTE, NE",United States,,,LBF,NORTH PLATTE REGIONAL,Non-Fatal,Minor,,N1116Y,Cessna,208B,No,1.0,Turbo Prop,,NSCH,Unknown,,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,04-12-2001,2000-08-11
20001212X21738,Accident,FTW00LA244,2000-08-23,GULF OF MEXICO,GULF OF MEXICO,,,,,Non-Fatal,Minor,,N657AM,Boeing,757-223,No,2.0,Turbo Fan,,SCHD,Unknown,(dba: American Airlines),0.0,1.0,13.0,54.0,IMC,Cruise,Probable Cause,09-10-2001,2000-08-23
